42.36557274	42.36557274	0
42.36551373	42.36557274	-0.000590157
42.36545471	42.36551373	-0.000590157
42.3653957	42.36545471	-0.000590157
42.36533668	42.3653957	-0.000590157
42.36527766	42.36533668	-0.000590157
42.36521865	42.36527766	-0.000590157
42.36515963	42.36521865	-0.000590157
42.36510062	42.36515963	-0.000590157
42.3650416	42.36510062	-0.000590157
42.36498259	42.3650416	-0.000590157
42.36492357	42.36498259	-0.000590157
42.36486455	42.36492357	-0.000590157
42.36480554	42.36486455	-0.000590157
42.36474652	42.36480554	-0.000590157
42.36468751	42.36474652	-0.000590157
42.36462849	42.36468751	-0.000590157
42.36456948	42.36462849	-0.000590157
42.36451046	42.36456948	-0.000590157
42.36445144	42.36451046	-0.000590157
42.36439243	42.36445144	-0.000590157
42.36433341	42.36439243	-0.000590157
42.3642744	42.36433341	-0.000590157
42.36421538	42.3642744	-0.000590157
42.36415637	42.36421538	-0.000590157
42.36409735	42.36415637	-0.000590157
42.36403833	42.36409735	-0.000590157
42.36397932	42.36403833	-0.000590157
42.3639203	42.36397932	-0.000590157
42.36386129	42.3639203	-0.000590157
42.36380227	42.36386129	-0.000590157
42.36374326	42.36380227	-0.000590157
42.36368424	42.36374326	-0.000590157
42.36362522	42.36368424	-0.000590157
42.36356621	42.36362522	-0.000590157
42.36350719	42.36356621	-0.000590157
42.36344818	42.36350719	-0.000590157
42.36338916	42.36344818	-0.000590157
42.36333015	42.36338916	-0.000590157
42.36327113	42.36333015	-0.000590157
42.36321211	42.36327113	-0.000590157
42.3631531	42.36321211	-0.000590157
42.36309408	42.3631531	-0.000590157
42.36303507	42.36309408	-0.000590157
42.36297605	42.36303507	-0.000590157
42.36291704	42.36297605	-0.000590157
42.36285802	42.36291704	-0.000590157
42.362799	42.36285802	-0.000590157
42.36273999	42.362799	-0.000590157
42.36268097	42.36273999	-0.000590157
42.36262196	42.36268097	-0.000590157
42.36256294	42.36262196	-0.000590157
42.36250393	42.36256294	-0.000590157
42.36244491	42.36250393	-0.000590157
42.36238589	42.36244491	-0.000590157
42.36232688	42.36238589	-0.000590157
42.36226786	42.36232688	-0.000590157
42.36220885	42.36226786	-0.000590157
42.36214983	42.36220885	-0.000590157
42.36209082	42.36214983	-0.000590157
42.3620318	42.36209082	-0.000590157
42.36197278	42.3620318	-0.000590157
42.36191377	42.36197278	-0.000590157
42.36185475	42.36191377	-0.000590157
42.36179574	42.36185475	-0.000590157
42.36173672	42.36179574	-0.000590157
42.36167771	42.36173672	-0.000590157
42.36161869	42.36167771	-0.000590157
42.36155967	42.36161869	-0.000590157
42.36150066	42.36155967	-0.000590157
42.36144164	42.36150066	-0.000590157
42.36138263	42.36144164	-0.000590157
42.36132361	42.36138263	-0.000590157
42.36126459	42.36132361	-0.000590157
42.36120558	42.36126459	-0.000590157
42.36114656	42.36120558	-0.000590157
42.37186381	42.36114656	0.107172428
42.42287711	42.37186381	0.510132996
42.47389041	42.42287711	0.510132996
42.5249037	42.47389041	0.510132996
42.575917	42.5249037	0.510132996
42.6269303	42.575917	0.510132996
42.6779436	42.6269303	0.510132996
42.7289569	42.6779436	0.510132996
42.7799702	42.7289569	0.510132996
42.8309835	42.7799702	0.510132996
42.8819968	42.8309835	0.510132996
42.9330101	42.8819968	0.510132996
42.9840234	42.9330101	0.510132996
43.0350367	42.9840234	0.510132996
43.08605	43.0350367	0.510132996
43.1370633	43.08605	0.510132996
43.1880766	43.1370633	0.510132996
43.2390899	43.1880766	0.510132996
43.2901032	43.2390899	0.510132996
43.3411165	43.2901032	0.510132996
43.3921298	43.3411165	0.510132996
43.4431431	43.3921298	0.510132996
43.4941564	43.4431431	0.510132996
43.5451697	43.4941564	0.510132996
43.596183	43.5451697	0.510132996
43.6471963	43.596183	0.510132996
43.61759861	43.6471963	-0.295976805
43.58348944	43.61759861	-0.341091715
43.54938027	43.58348944	-0.341091715
43.5152711	43.54938027	-0.341091715
43.48116193	43.5152711	-0.341091715
