42.36557274	42.36551373	0.000590157	42.36545471
42.36551373	42.36545471	0.000590157	42.36545471
42.36545471	42.36545471	0	42.36545471
42.3653957	42.36545471	-0.000590157	42.36545471
42.36533668	42.36545471	-0.001180315	42.36545471
42.36527766	42.36545471	-0.001770472	42.36545471
42.36521865	42.36545471	-0.002360629	42.36545471
42.36515963	42.36545471	-0.002950787	42.36545471
42.36510062	42.36545471	-0.003540944	42.36545471
42.3650416	42.36545471	-0.004131101	42.36545471
42.36498259	42.36545471	-0.004721259	42.36545471
42.36492357	42.36545471	-0.005311416	42.36545471
42.36486455	42.36545471	-0.005901573	42.36545471
42.36480554	42.36545471	-0.006491731	42.36545471
42.36474652	42.36545471	-0.007081888	42.36545471
42.36468751	42.36545471	-0.007672045	42.36545471
42.36462849	42.36545471	-0.008262203	42.36545471
42.36456948	42.36545471	-0.00885236	42.36545471
42.36451046	42.36545471	-0.009442517	42.36545471
42.36445144	42.36545471	-0.010032675	42.36545471
42.36439243	42.36545471	-0.010622832	42.36545471
42.36433341	42.36545471	-0.011212989	42.36545471
42.3642744	42.36545471	-0.011803147	42.36545471
42.36421538	42.36545471	-0.012393304	42.36545471
42.36415637	42.36545471	-0.012983461	42.36545471
42.36409735	42.36545471	-0.013573619	42.36545471
42.36403833	42.36545471	-0.014163776	42.36545471
42.36397932	42.36545471	-0.014753933	42.36545471
42.3639203	42.36545471	-0.015344091	42.36545471
42.36386129	42.36545471	-0.015934248	42.36545471
42.36380227	42.36545471	-0.016524405	42.36545471
42.36374326	42.36545471	-0.017114562	42.36545471
42.36368424	42.36545471	-0.01770472	42.36545471
42.36362522	42.36545471	-0.018294877	42.36545471
42.36356621	42.36545471	-0.018885034	42.36545471
42.36350719	42.36545471	-0.019475192	42.36545471
42.36344818	42.36545471	-0.020065349	42.36545471
42.36338916	42.36545471	-0.020655506	42.36545471
42.36333015	42.36545471	-0.021245664	42.36545471
42.36327113	42.36545471	-0.021835821	42.36545471
42.36321211	42.36545471	-0.022425978	42.36545471
42.3631531	42.36545471	-0.023016136	42.36545471
42.36309408	42.36545471	-0.023606293	42.36545471
42.36303507	42.36545471	-0.02419645	42.36545471
42.36297605	42.36545471	-0.024786608	42.36545471
42.36291704	42.36545471	-0.025376765	42.36545471
42.36285802	42.36545471	-0.025966922	42.36545471
42.362799	42.36545471	-0.02655708	42.36545471
42.36273999	42.36545471	-0.027147237	42.36545471
42.36268097	42.36545471	-0.027737394	42.36545471
42.36262196	42.36545471	-0.028327552	42.36545471
42.36256294	42.36545471	-0.028917709	42.36545471
42.36250393	42.36545471	-0.029507866	42.36545471
42.36244491	42.36545471	-0.030098024	42.36545471
42.36238589	42.36545471	-0.030688181	42.36545471
42.36232688	42.36545471	-0.031278338	42.36545471
42.36226786	42.36545471	-0.031868496	42.36545471
42.36220885	42.36545471	-0.032458653	42.36545471
42.36214983	42.36545471	-0.03304881	42.36545471
42.36209082	42.36545471	-0.033638968	42.36545471
42.3620318	42.36545471	-0.034229125	42.36545471
42.36197278	42.36545471	-0.034819282	42.36545471
42.36191377	42.36545471	-0.03540944	42.36545471
42.36185475	42.36545471	-0.035999597	42.36545471
42.36179574	42.36545471	-0.036589754	42.36545471
42.36173672	42.36545471	-0.037179912	42.36545471
42.36167771	42.36545471	-0.037770069	42.36545471
42.36161869	42.36545471	-0.038360226	42.36545471
42.36155967	42.36545471	-0.038950384	42.36545471
42.36150066	42.36545471	-0.039540541	42.36545471
42.36144164	42.36545471	-0.040130698	42.36545471
42.36138263	42.36545471	-0.040720856	42.36545471
42.36132361	42.36545471	-0.041311013	42.36545471
42.36126459	42.36545471	-0.04190117	42.36545471
42.36120558	42.36545471	-0.042491328	42.36545471
42.36114656	42.36545471	-0.043081485	42.36545471
42.37186381	42.36545471	0.064090943	42.36545471
42.42287711	42.36545471	0.574223939	42.36545471
42.47389041	42.36545471	1.084356934	42.36545471
42.5249037	42.36545471	1.59448993	42.36545471
42.575917	42.36545471	2.104622925	42.36545471
